Month,Nama Barang,AVG PICK UP,AVG PEMBELIAN,AVG SALDO AKHIR,Kategori
October,BOTOL KECAP KECIL,200.0,346.0,733,
October,BOTOL SPRAY,197.0,,1368,
October,BURNER GS UK 9 NP,4.0,30.0,81,MAINTENANCE
October,CADDY BAG,31.0,,546,
October,CAPIT SNACK ( BESAR ),54.0,13.0,149,
October,CASH BOX,5.0,10.0,54,
October,CETING TRADISI ( BESAR ),84.0,127.0,523,
October,CETING TRADISI ( KECIL ),8.0,,410,
October,COOL BOX 55LTR,7.0,32.0,44,
October,DIGITAL CALIPER,8.0,,112,
October,DISPENSER,11.0,26.0,51,
October,DISPENSER SABUN KRISBOW,25.0,,489,
October,DITEKTOR UANG PALSU,14.0,58.0,91,
October,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),10.0,68.0,74,
October,DUSTBIN STAINLESS BULAT,6.0,,134,
October,EMBER,2.0,,114,
October,EMBER 6 GL,14.0,11.0,56,
October,EROS MELAMINE UK BESAR,17.0,46.0,64,
October,EROS STAINLESS UK 30 CC,20.0,,270,
October,EROS STAINLESS UK 60 CC,15.0,,158,
October,EROS STAINLESS UK 90 CC,13.0,,143,
October,EROS STAINLESS UK BESAR,13.0,,81,
October,FILLING KABINET,5.0,21.0,52,
October,FOOD PAN KECIL,10.0,,93,
October,GARPU ADUKAN MIE,299.0,,1064,
October,GARPU MAKAN,24.0,,732,
October,GAS BURNER ( LONG SHUN ),26.0,,8,MAINTENANCE
October,GAS KNOP DIA 8 MM W,58.0,,263,MAINTENANCE
October,GAS KNOP F/JP SERIES,89.0,,147,MAINTENANCE
October,GAS VALVE HIGH PREASURE (CONTROL SE),12.0,16.0,28,MAINTENANCE
October,GAS VALVE HP DOUBLE TURBO,6.0,,89,MAINTENANCE
October,GELAS KARYAWAN,911.0,,1254,
October,GELAS MINUMAN HANGAT,397.0,510.0,1250,
October,GELAS TEA,10425.0,16608.0,18493,
October,GELAS UKUR 130 ML,48.0,134.0,226,
October,GOLOK,11.0,20.0,222,
October,HAND DRAYER,5.0,20.0,42,
October,HARD COVER HIMBAUAN,22.0,,168,
October,HARD COVER MENU DIMSUM,76.0,,123,
October,JIGGER UK 20/30,14.0,,83,
October,JIGGER UK 20/40,14.0,,84,
October,JIGGER UK 30/40,17.0,13.0,88,
October,KESET KOTAK KARET LUBANG,8.0,,268,
October,KLAKAT DIMSUM,,,,
October,KLAKAT PREMIUM,2550.0,,18559,
October,KNOP BOILER/WATER TAP HEAD,34.0,,164,MAINTENANCE
October,KNOP F/GAS COOK DIAL,48.0,,5,MAINTENANCE
October,KONTAINER PERFORATED,26.0,,189,
October,KONTAINER SOLID,12.0,1165.0,128,
October,LADIES STICKER,8.0,,142,
October,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,2.0,,170,MAINTENANCE
October,LOCKER SET,44.0,,171,
October,LOGGER,100.0,3.0,197,
October,MAGNET D 22 W/TREADED BOLT (SP),,,22,MAINTENANCE
October,MESIN CUP SEALER,8.0,,31,
October,MOB BUCKET (ALAT PEL SET),8.0,,70,
October,MUKENA,35.0,,283,
October,NAMPAN KARET BULAT,41.0,,161,
October,NAMPAN KARET KOTAK (DIMSUM),332.0,,3,
October,NAMPAN KAYU KOTAK,143.0,,775,
October,PALLET BIRU (DRY),12.0,,3,
October,PALLET HIJAU (FROZEN),44.0,,81,
October,PANCI DANDANG DIMSUM UK 36,33.0,31.0,100,
October,PANCI ENDAPAN MINYAK UK 40,22.0,9.0,81,
October,PANCI KUKUS TAHU UK 36,3.0,,56,
October,PANCI MIE,976.0,,8105,
October,PANCI ORCHID UK 28,8.0,,21,
October,PANCI ORCHID UK 32 CM,24.0,29.0,96,
October,PANCI ORCHID UK 36,36.0,8.0,105,
October,PAPAN AWAS LANTAI LICIN,10.0,37.0,83,
October,PAPAN TULIS,12.0,28.0,73,
October,PEMATIK KOMPOR,147.0,,305,MAINTENANCE
October,PEMBATAS ANTRIAN,17.0,,75,
October,PEMUKUL DAGING,17.0,,91,
October,PIEZO IGNITER UK 18.MM,30.0,,360,MAINTENANCE
October,PILOT 250 MM (KOMPOR HIGH PREASURE),42.0,,21,MAINTENANCE
October,PILOT BURNER F/BUNSEN,14.0,,258,MAINTENANCE
October,PILOT SW 9000 (SP),,,34,MAINTENANCE
October,PIRING HAWAI BLACK,2554.0,,28897,
October,PISAU BUAH BESAR,78.0,97.0,225,
October,PISAU BUAH KECIL,74.0,120.0,215,
October,PISAU GILING DAGING,11.0,,125,
October,PRAXIS KEEPER UK 900ML,61.0,35.0,238,
October,PUMP DISPENSER,4.0,,113,
October,RAK GALON OJOL,2.0,,10,
October,RAK KONTAINER KECIL,9.0,,84,
October,RAK MUKENA,6.0,,60,
October,RAK PENITIPAN BARANG CUSTOMER,5.0,,79,
October,RAK SEPATU KARYAWAN,10.0,,43,
October,REGULATOR,5.0,,34,MAINTENANCE
October,SAFETY GAS COOK (GASVALVE GS3878)8325183,1.0,,126,MAINTENANCE
October,SAFETY GAS VALVE WITH INLET BRACKET&SREW,11.0,,176,MAINTENANCE
October,SAJADAH,29.0,,307,
October,SARINGAN MIE,884.0,1670.0,1646,
October,SARINGAN MINYAK,85.0,83.0,147,
October,SARINGAN TEH GACOAN,43.0,,192,
October,SARUNG,28.0,,224,
October,SCALE OFF (PEMBERSIH TANGKI BOILER),130.0,100.0,117,
October,SEAL PACK 3.5 LTR/3500 ML,228.0,221.0,854,
October,SEAL PACK DIMSUM,315.0,609.0,1312,
October,SEAL PACK POWDER,61.0,30.0,141,
October,SENDOK ES STAINLESS,40.0,,402,
October,SENDOK MAKAN STAINLESS,36.0,,1356,
October,SENDOK TAKAR 12 GRM,65.0,,5366,
October,SENDOK TAKAR PLASTIK,46.0,,187,
October,SENDOK TAKAR STAINLESS,73.0,,573,
October,SEROK BESAR KAWAT,69.0,149.0,157,
October,SEROK ICE,46.0,7.0,332,
October,SHAKER 750,57.0,,271,
October,SPATULA MIE IBLIS ( SODET COKLAT ),84.0,82.0,218,
October,SPATULA STAINLESS,113.0,,33,
October,STEMPEL,32.0,10.0,252,
October,STICK PENGGANTI LAMPU,8.0,,69,
October,STIK DRUM,132.0,174.0,256,
October,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,95.0,,1246,
October,SUTIL,45.0,70.0,98,
October,TALENAN PLASTIK,26.0,37.0,132,
October,TANGGA 3 METER,6.0,,72,
October,TANGKI BOILER,,,,MAINTENANCE
October,TEKO BESAR ( BIANG TEH ),32.0,9.0,101,
October,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),19.0,,323,
October,TEMPAT SAMPAH ABU-ABU 20 LTR,44.0,63.0,209,
October,TEMPAT SAMPAH BESAR UK 80 LTR,2.0,,,
October,TEMPAT SAMPAH KECIL UK 10 LTR,44.0,53.0,238,
October,TEMPAT SENDOK,1.0,,36,
October,TEMPAT SENDOK FELICIA JUMBO,12.0,,426,
October,TEMPAT TIMER,9.0,,21,
October,TERMOGUN,36.0,,216,
October,TERMOMETER,56.0,130.0,645,
October,TERMOS AIR,22.0,22.0,91,
October,THERMOCOUPLE,59.0,,249,MAINTENANCE
October,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",40.0,162.0,180,MAINTENANCE
October,TIMBANGAN 100 KG,13.0,39.0,49,
October,TIMBANGAN DIGITAL FORTUNO 30 KG,27.0,,216,
October,TIMBANGAN DIGITAL KECIL,21.0,38.0,35,
October,TIMER DIGITAL,486.0,969.0,1393,
October,TOOL BOX,6.0,,41,
October,TOPLES UK 18 LTR,283.0,360.0,1096,
October,TOPLES UK 4 LTR,100.0,94.0,356,
October,TOPLES UK 9 LTR,250.0,279.0,645,
October,TOWEL,2252.0,,29744,
October,TROLLI CLEAR UP,23.0,,190,
October,TROLLI LOADING,12.0,,31,
October,WAJAN BESI UK 50',31.0,122.0,109,
October,WAJAN BESI UK 70',19.0,84.0,115,
November,AKRILIC PRINTER,41.0,4.0,122,
November,ALAT PEL,28.0,,100,
November,ALAT PEMADAM KEBAKARAN ( APAR ),7.0,19.0,46,
November,AMBRO FLATWARE BASKET,7.0,1.0,50,
November,APAR POWDER 3KG,14.0,30.0,83,
November,APAR TIPE K 6KG,7.0,14.0,41,
November,ASBAK,255.0,,237,
November,BABY CHAIR,25.0,,153,
November,BAK THAWING BULAT 80 L,15.0,30.0,50,
November,BALON WHISK,28.0,45.0,114,
November,BASKOM KOTAK BESAR,120.0,,513,
November,BASKOM STAINLESS 12 CM,37.0,,97,
November,BASKOM STAINLESS 18 CM,84.0,,270,
November,BASKOM STAINLESS UK 14 CM,11.0,,22,
November,BASKOM STAINLESS UK 26 CM,13.0,20.0,28,
November,BILL HOLDER,5.0,,434,
November,BOTOL DIPPING BESAR,9.0,,209,
November,BOTOL KECAP KECIL,193.0,200.0,740,
November,BOTOL SPRAY,255.0,,1119,
November,BURNER GS UK 9 NP,14.0,,67,MAINTENANCE
November,CADDY BAG,54.0,,491,
November,CAPIT SNACK ( BESAR ),71.0,60.0,134,
November,CASH BOX,8.0,,46,
November,CETING TRADISI ( BESAR ),118.0,80.0,485,
November,CETING TRADISI ( KECIL ),13.0,,397,
November,COOL BOX 55LTR,8.0,1.0,37,
November,DIGITAL CALIPER,11.0,,101,
November,DISPENSER,11.0,1.0,41,
November,DISPENSER SABUN KRISBOW,38.0,4.0,455,
November,DITEKTOR UANG PALSU,32.0,25.0,84,
November,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),18.0,,57,
November,DUSTBIN STAINLESS BULAT,9.0,,125,
November,EMBER,2.0,,112,
November,EMBER 6 GL,15.0,,41,
November,EROS MELAMINE UK BESAR,19.0,,45,
November,EROS STAINLESS UK 30 CC,38.0,,232,
November,EROS STAINLESS UK 60 CC,22.0,,136,
November,EROS STAINLESS UK 90 CC,25.0,,118,
November,EROS STAINLESS UK BESAR,12.0,,69,
November,FILLING KABINET,8.0,,44,
November,FOOD PAN KECIL,27.0,25.0,91,
November,GARPU ADUKAN MIE,82.0,2127.0,1789,
November,GARPU MAKAN,12.0,,720,
November,GAS BURNER ( LONG SHUN ),8.0,,,MAINTENANCE
November,GAS KNOP DIA 8 MM W,29.0,,237,MAINTENANCE
November,GAS KNOP F/JP SERIES,43.0,,106,MAINTENANCE
November,GAS VALVE HIGH PREASURE (CONTROL SE),12.0,19.0,35,MAINTENANCE
November,GAS VALVE HP DOUBLE TURBO,13.0,,77,MAINTENANCE
November,GELAS KARYAWAN,847.0,,467,
November,GELAS MINUMAN HANGAT,309.0,,1037,
November,GELAS TEA,12783.0,,5860,
November,GELAS UKUR 130 ML,71.0,,155,
November,GOLOK,16.0,,206,
November,HAND DRAYER,9.0,1.0,34,
November,HARD COVER HIMBAUAN,38.0,100.0,230,
November,HARD COVER MENU DIMSUM,87.0,130.0,166,
November,JIGGER UK 20/30,23.0,,60,
November,JIGGER UK 20/40,21.0,,63,
November,JIGGER UK 30/40,27.0,,61,
November,KESET KOTAK KARET LUBANG,9.0,,259,
November,KLAKAT DIMSUM,,,,
November,KLAKAT PREMIUM,4116.0,,14493,
November,KNOP BOILER/WATER TAP HEAD,16.0,,148,MAINTENANCE
November,KNOP F/GAS COOK DIAL,22.0,20.0,5,MAINTENANCE
November,KONTAINER PERFORATED,35.0,,154,
November,KONTAINER SOLID,21.0,677.0,107,
November,LADIES STICKER,18.0,,124,
November,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,7.0,,163,MAINTENANCE
November,LOCKER SET,57.0,8.0,122,
November,LOGGER,173.0,498.0,522,
November,MAGNET D 22 W/TREADED BOLT (SP),2.0,,20,MAINTENANCE
November,MESIN CUP SEALER,12.0,16.0,35,
November,MOB BUCKET (ALAT PEL SET),8.0,1.0,63,
November,MUKENA,29.0,,254,
November,NAMPAN KARET BULAT,45.0,,116,
November,NAMPAN KARET KOTAK (DIMSUM),371.0,5448.0,5085,
November,NAMPAN KAYU KOTAK,163.0,,612,
November,PALLET BIRU (DRY),18.0,20.0,35,
November,PALLET HIJAU (FROZEN),61.0,75.0,103,
November,PANCI DANDANG DIMSUM UK 36,43.0,2.0,89,
November,PANCI ENDAPAN MINYAK UK 40,25.0,3.0,84,
November,PANCI KUKUS TAHU UK 36,5.0,,51,
November,PANCI MIE,1548.0,,6557,
November,PANCI ORCHID UK 28,8.0,10.0,23,
November,PANCI ORCHID UK 32 CM,23.0,1.0,74,
November,PANCI ORCHID UK 36,47.0,2.0,60,
November,PAPAN AWAS LANTAI LICIN,16.0,2.0,69,
November,PAPAN TULIS,15.0,25.0,83,
November,PEMATIK KOMPOR,121.0,,182,MAINTENANCE
November,PEMBATAS ANTRIAN,23.0,3.0,55,
November,PEMUKUL DAGING,28.0,2.0,63,
November,PIEZO IGNITER UK 18.MM,17.0,,343,MAINTENANCE
November,PILOT 250 MM (KOMPOR HIGH PREASURE),19.0,,5,MAINTENANCE
November,PILOT BURNER F/BUNSEN,17.0,,241,MAINTENANCE
November,PILOT SW 9000 (SP),7.0,,27,MAINTENANCE
November,PIRING HAWAI BLACK,3403.0,,25494,
November,PISAU BUAH BESAR,99.0,100.0,225,
November,PISAU BUAH KECIL,100.0,150.0,264,
November,PISAU GILING DAGING,9.0,2.0,118,
November,PRAXIS KEEPER UK 900ML,45.0,,273,
November,PUMP DISPENSER,7.0,,106,
November,RAK GALON OJOL,,,10,
November,RAK KONTAINER KECIL,15.0,,69,
November,RAK MUKENA,9.0,1.0,52,
November,RAK PENITIPAN BARANG CUSTOMER,7.0,1.0,73,
November,RAK SEPATU KARYAWAN,5.0,,38,
November,REGULATOR,27.0,,7,MAINTENANCE
November,SAFETY GAS COOK (GASVALVE GS3878)8325183,4.0,,122,MAINTENANCE
November,SAFETY GAS VALVE WITH INLET BRACKET&SREW,21.0,,155,MAINTENANCE
November,SAJADAH,24.0,,282,
November,SARINGAN MIE,1666.0,1167.0,1145,
November,SARINGAN MINYAK,79.0,100.0,168,
November,SARINGAN TEH GACOAN,52.0,,140,
November,SARUNG,24.0,,200,
November,SCALE OFF (PEMBERSIH TANGKI BOILER),145.0,130.0,102,
November,SEAL PACK 3.5 LTR/3500 ML,297.0,250.0,807,
November,SEAL PACK DIMSUM,457.0,400.0,1255,
November,SEAL PACK POWDER,90.0,150.0,201,
November,SENDOK ES STAINLESS,50.0,,352,
November,SENDOK MAKAN STAINLESS,72.0,,1284,
November,SENDOK TAKAR 12 GRM,98.0,,5268,
November,SENDOK TAKAR PLASTIK,82.0,80.0,185,
November,SENDOK TAKAR STAINLESS,95.0,,477,
November,SEROK BESAR KAWAT,84.0,40.0,113,
November,SEROK ICE,45.0,4.0,283,
November,SHAKER 750,97.0,,244,
November,SPATULA MIE IBLIS ( SODET COKLAT ),116.0,,102,
November,SPATULA STAINLESS,89.0,159.0,103,
November,STEMPEL,43.0,,209,
November,STICK PENGGANTI LAMPU,10.0,10.0,69,
November,STIK DRUM,112.0,,144,
November,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,162.0,1504.0,2588,
November,SUTIL,61.0,88.0,117,
November,TALENAN PLASTIK,35.0,40.0,141,
November,TANGGA 3 METER,8.0,,64,
November,TANGKI BOILER,,,,MAINTENANCE
November,TEKO BESAR ( BIANG TEH ),36.0,50.0,114,
November,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),28.0,3.0,298,
November,TEMPAT SAMPAH ABU-ABU 20 LTR,75.0,4.0,138,
November,TEMPAT SAMPAH BESAR UK 80 LTR,,1.0,1,
November,TEMPAT SAMPAH KECIL UK 10 LTR,72.0,7.0,173,
November,TEMPAT SENDOK,2.0,,34,
November,TEMPAT SENDOK FELICIA JUMBO,21.0,,405,
November,TEMPAT TIMER,16.0,,50,
November,TERMOGUN,38.0,,178,
November,TERMOMETER,46.0,30.0,596,
November,TERMOS AIR,24.0,,67,
November,THERMOCOUPLE,47.0,,204,MAINTENANCE
November,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",25.0,15.0,172,MAINTENANCE
November,TIMBANGAN 100 KG,12.0,1.0,38,
November,TIMBANGAN DIGITAL FORTUNO 30 KG,33.0,3.0,186,
November,TIMBANGAN DIGITAL KECIL,18.0,51.0,65,
November,TIMER DIGITAL,618.0,1220.0,1975,
November,TOOL BOX,8.0,1.0,34,
November,TOPLES UK 18 LTR,507.0,,589,
November,TOPLES UK 4 LTR,123.0,,233,
November,TOPLES UK 9 LTR,322.0,,323,
November,TOWEL,2977.0,,26767,
November,TROLLI CLEAR UP,31.0,3.0,163,
November,TROLLI LOADING,10.0,,21,
November,WAJAN BESI UK 50',49.0,2.0,62,
November,WAJAN BESI UK 70',26.0,2.0,91,
December,AKRILIC PRINTER,84.0,117.0,155,
December,ALAT PEL,65.0,55.0,88,
December,ALAT PEMADAM KEBAKARAN ( APAR ),17.0,,29,
December,AMBRO FLATWARE BASKET,18.0,,32,
December,APAR POWDER 3KG,34.0,,49,
December,APAR TIPE K 6KG,17.0,,24,
December,ASBAK,300.0,484.0,421,
December,BABY CHAIR,48.0,2.0,107,
December,BAK THAWING BULAT 80 L,23.0,,27,
December,BALON WHISK,46.0,,68,
December,BASKOM KOTAK BESAR,310.0,208.0,311,
December,BASKOM STAINLESS 12 CM,70.0,53.0,80,
December,BASKOM STAINLESS 18 CM,156.0,108.0,222,
December,BASKOM STAINLESS UK 14 CM,18.0,30.0,34,
December,BASKOM STAINLESS UK 26 CM,23.0,20.0,25,
December,BILL HOLDER,40.0,,394,
December,BOTOL DIPPING BESAR,15.0,,194,
December,BOTOL KECAP KECIL,338.0,159.0,561,
December,BOTOL SPRAY,334.0,,785,
December,BURNER GS UK 9 NP,25.0,,42,MAINTENANCE
December,CADDY BAG,108.0,6.0,389,
December,CAPIT SNACK ( BESAR ),91.0,67.0,110,
December,CASH BOX,17.0,11.0,39,
December,CETING TRADISI ( BESAR ),231.0,6.0,260,
December,CETING TRADISI ( KECIL ),12.0,,385,
December,COOL BOX 55LTR,17.0,5.0,25,
December,DIGITAL CALIPER,23.0,1.0,79,
December,DISPENSER,31.0,15.0,25,
December,DISPENSER SABUN KRISBOW,72.0,,383,
December,DITEKTOR UANG PALSU,41.0,17.0,60,
December,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),48.0,40.0,49,
December,DUSTBIN STAINLESS BULAT,21.0,1.0,105,
December,EMBER,5.0,,107,
December,EMBER 6 GL,26.0,21.0,36,
December,EROS MELAMINE UK BESAR,43.0,36.0,38,
December,EROS STAINLESS UK 30 CC,76.0,4.0,160,
December,EROS STAINLESS UK 60 CC,43.0,2.0,95,
December,EROS STAINLESS UK 90 CC,49.0,2.0,71,
December,EROS STAINLESS UK BESAR,23.0,1.0,47,
December,FILLING KABINET,18.0,1.0,27,
December,FOOD PAN KECIL,44.0,2.0,45,
December,GARPU ADUKAN MIE,122.0,104.0,1773,
December,GARPU MAKAN,12.0,,708,
December,GAS BURNER ( LONG SHUN ),11.0,12.0,2,MAINTENANCE
December,GAS KNOP DIA 8 MM W,70.0,,167,MAINTENANCE
December,GAS KNOP F/JP SERIES,70.0,,36,MAINTENANCE
December,GAS VALVE HIGH PREASURE (CONTROL SE),11.0,3.0,27,MAINTENANCE
December,GAS VALVE HP DOUBLE TURBO,31.0,,42,MAINTENANCE
December,GELAS KARYAWAN,1305.0,2052.0,1214,
December,GELAS MINUMAN HANGAT,719.0,600.0,822,
December,GELAS TEA,14122.0,26380.0,18170,
December,GELAS UKUR 130 ML,112.0,105.0,148,
December,GOLOK,24.0,1.0,183,
December,HAND DRAYER,19.0,20.0,35,
December,HARD COVER HIMBAUAN,89.0,,141,
December,HARD COVER MENU DIMSUM,91.0,150.0,225,
December,JIGGER UK 20/30,45.0,47.0,62,
December,JIGGER UK 20/40,42.0,42.0,63,
December,JIGGER UK 30/40,46.0,47.0,62,
December,KESET KOTAK KARET LUBANG,10.0,,249,
December,KLAKAT DIMSUM,,,,
December,KLAKAT PREMIUM,5439.0,,9054,
December,KNOP BOILER/WATER TAP HEAD,33.0,,115,MAINTENANCE
December,KNOP F/GAS COOK DIAL,5.0,42.0,43,MAINTENANCE
December,KONTAINER PERFORATED,90.0,35.0,99,
December,KONTAINER SOLID,56.0,998.0,64,
December,LADIES STICKER,34.0,2.0,92,
December,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,19.0,,139,MAINTENANCE
December,LOCKER SET,137.0,144.0,129,
December,LOGGER,234.0,8.0,302,
December,MAGNET D 22 W/TREADED BOLT (SP),3.0,,17,MAINTENANCE
December,MESIN CUP SEALER,22.0,15.0,28,
December,MOB BUCKET (ALAT PEL SET),17.0,,46,
December,MUKENA,57.0,3.0,200,
December,NAMPAN KARET BULAT,101.0,137.0,152,
December,NAMPAN KARET KOTAK (DIMSUM),798.0,,4286,
December,NAMPAN KAYU KOTAK,229.0,220.0,603,
December,PALLET BIRU (DRY),44.0,113.0,82,
December,PALLET HIJAU (FROZEN),177.0,128.0,46,
December,PANCI DANDANG DIMSUM UK 36,58.0,70.0,71,
December,PANCI ENDAPAN MINYAK UK 40,38.0,25.0,46,
December,PANCI KUKUS TAHU UK 36,5.0,,46,
December,PANCI MIE,2326.0,,4231,
December,PANCI ORCHID UK 28,5.0,,18,
December,PANCI ORCHID UK 32 CM,38.0,37.0,73,
December,PANCI ORCHID UK 36,74.0,86.0,72,
December,PAPAN AWAS LANTAI LICIN,39.0,,30,
December,PAPAN TULIS,37.0,2.0,48,
December,PEMATIK KOMPOR,268.0,414.0,328,MAINTENANCE
December,PEMBATAS ANTRIAN,67.0,113.0,101,
December,PEMUKUL DAGING,25.0,25.0,63,
December,PIEZO IGNITER UK 18.MM,49.0,,300,MAINTENANCE
December,PILOT 250 MM (KOMPOR HIGH PREASURE),7.0,39.0,37,MAINTENANCE
December,PILOT BURNER F/BUNSEN,19.0,,222,MAINTENANCE
December,PILOT SW 9000 (SP),4.0,,22,MAINTENANCE
December,PIRING HAWAI BLACK,6969.0,360.0,18885,
December,PISAU BUAH BESAR,126.0,57.0,156,
December,PISAU BUAH KECIL,135.0,23.0,152,
December,PISAU GILING DAGING,44.0,180.0,254,
December,PRAXIS KEEPER UK 900ML,106.0,85.0,172,
December,PUMP DISPENSER,18.0,1.0,89,
December,RAK GALON OJOL,1.0,,9,
December,RAK KONTAINER KECIL,34.0,8.0,43,
December,RAK MUKENA,18.0,,34,
December,RAK PENITIPAN BARANG CUSTOMER,18.0,,55,
December,RAK SEPATU KARYAWAN,9.0,,29,
December,REGULATOR,25.0,25.0,7,MAINTENANCE
December,SAFETY GAS COOK (GASVALVE GS3878)8325183,9.0,2.0,119,MAINTENANCE
December,SAFETY GAS VALVE WITH INLET BRACKET&SREW,31.0,,123,MAINTENANCE
December,SAJADAH,55.0,3.0,230,
December,SARINGAN MIE,1546.0,2530.0,2129,
December,SARINGAN MINYAK,109.0,76.0,135,
December,SARINGAN TEH GACOAN,101.0,104.0,145,
December,SARUNG,52.0,3.0,151,
December,SCALE OFF (PEMBERSIH TANGKI BOILER),137.0,165.0,130,
December,SEAL PACK 3.5 LTR/3500 ML,541.0,171.0,437,
December,SEAL PACK DIMSUM,918.0,480.0,817,
December,SEAL PACK POWDER,134.0,72.0,139,
December,SENDOK ES STAINLESS,113.0,6.0,245,
December,SENDOK MAKAN STAINLESS,24.0,,1260,
December,SENDOK TAKAR 12 GRM,133.0,,5145,
December,SENDOK TAKAR PLASTIK,132.0,6.0,152,
December,SENDOK TAKAR STAINLESS,128.0,105.0,454,
December,SEROK BESAR KAWAT,121.0,143.0,135,
December,SEROK ICE,88.0,8.0,198,
December,SHAKER 750,141.0,161.0,194,
December,SPATULA MIE IBLIS ( SODET COKLAT ),158.0,253.0,197,
December,SPATULA STAINLESS,164.0,298.0,237,
December,STEMPEL,54.0,32.0,187,
December,STICK PENGGANTI LAMPU,19.0,1.0,51,
December,STIK DRUM,199.0,228.0,173,
December,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,346.0,20.0,2262,
December,SUTIL,99.0,87.0,96,
December,TALENAN PLASTIK,66.0,3.0,78,
December,TANGGA 3 METER,18.0,1.0,47,
December,TANGKI BOILER,,,,MAINTENANCE
December,TEKO BESAR ( BIANG TEH ),59.0,13.0,68,
December,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),62.0,,236,
December,TEMPAT SAMPAH ABU-ABU 20 LTR,90.0,100.0,148,
December,TEMPAT SAMPAH BESAR UK 80 LTR,,,1,
December,TEMPAT SAMPAH KECIL UK 10 LTR,129.0,144.0,188,
December,TEMPAT SENDOK,2.0,,32,
December,TEMPAT SENDOK FELICIA JUMBO,54.0,4.0,355,
December,TEMPAT TIMER,13.0,45.0,37,
December,TERMOGUN,51.0,73.0,200,
December,TERMOMETER,65.0,3.0,533,
December,TERMOS AIR,44.0,32.0,55,
December,THERMOCOUPLE,71.0,,134,MAINTENANCE
December,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",56.0,,116,MAINTENANCE
December,TIMBANGAN 100 KG,26.0,20.0,30,
December,TIMBANGAN DIGITAL FORTUNO 30 KG,67.0,,119,
December,TIMBANGAN DIGITAL KECIL,33.0,2.0,34,
December,TIMER DIGITAL,949.0,320.0,1344,
December,TOOL BOX,21.0,10.0,23,
December,TOPLES UK 18 LTR,792.0,915.0,712,
December,TOPLES UK 4 LTR,218.0,256.0,271,
December,TOPLES UK 9 LTR,478.0,656.0,501,
December,TOWEL,3095.0,60.0,23732,
December,TROLLI CLEAR UP,61.0,,102,
December,TROLLI LOADING,25.0,16.0,12,
December,WAJAN BESI UK 50',74.0,100.0,88,
December,WAJAN BESI UK 70',53.0,50.0,85,
