Quarter,Nama Barang,AVG PICK UP,AVG PEMBELIAN,AVG SALDO AKHIR,HARGA PEMBELIAN TERAKHIR,TOTAL [PEMBELIAN],OVERSTOCK,BUFFER STOCK,TOTAL [SALDO AKHIR],ANGKA STANDART BARU,OVERSTOCK [ANGKA STANDART BARU],ANGKA STANDART LAMA,Kategori,OVERSTOCK [ANGKA STANDART LAMA]
Q1,TROLLI LOADING,13.0,13.0,11.0,1550000.0,20150000.0,OK,2.0,17050000.0,15.0,LOW,50,,LOW
Q1,WAJAN BESI UK 50',42.0,50.0,42.0,125000.0,6250000.0,OK,14.0,5250000.0,56.0,OK,161,,LOW
Q1,WAJAN BESI UK 70',31.0,40.0,58.0,300000.0,12000000.0,OVER,9.0,17400000.0,40.0,OVER,120,,LOW
Q2,AKRILIC PRINTER,47.0,,332.0,41500.0,,OK,7.0,13778000.0,54.0,OVER,192,,OVER
Q2,ALAT PEL,47.0,93.0,156.0,72100.0,6705300.0,OVER,5.0,11247600.0,52.0,OVER,102,,OVER
Q2,ALAT PEMADAM KEBAKARAN ( APAR ),6.0,8.0,7.0,750000.0,6000000.0,OVER,1.0,5250000.0,7.0,OK,19,,LOW
Q2,AMBRO FLATWARE BASKET,10.0,38.0,79.0,85000.0,3230000.0,OVER,1.0,6715000.0,11.0,OVER,32,,OVER
Q2,APAR POWDER 3KG,12.0,16.0,14.0,450000.0,7200000.0,OVER,2.0,6300000.0,14.0,OK,27,,LOW
Q2,APAR TIPE K 6KG,6.0,8.0,7.0,1550000.0,12400000.0,OVER,1.0,10850000.0,7.0,OK,16,,LOW
Q2,ASBAK,262.0,306.0,345.0,11000.0,3366000.0,OVER,11.0,3795000.0,273.0,OVER,400,,LOW
Q2,BABY CHAIR,32.0,69.0,51.0,275000.0,18975000.0,OVER,24.0,14025000.0,56.0,OK,52,,LOW
Q2,BAK THAWING BULAT 80 L,9.0,,8.0,389193.75,,LOW,10.0,3113550.0,19.0,LOW,46,,LOW
Q2,BALON WHISK,27.0,,55.0,65000.0,,OK,6.0,3575000.0,33.0,OVER,48,,OVER
Q2,BASKOM KOTAK BESAR,218.0,112.0,322.0,38000.0,4256000.0,OK,52.0,12236000.0,270.0,OVER,360,,LOW
Q2,BASKOM STAINLESS 12 CM,32.0,50.0,182.0,7200.0,360000.0,OVER,14.0,1310400.0,46.0,OVER,92,,OVER
Q2,BASKOM STAINLESS 18 CM,83.0,95.0,208.0,20000.0,1900000.0,OVER,10.0,4160000.0,93.0,OVER,168,,OVER
Q2,BASKOM STAINLESS UK 14 CM,18.0,,111.0,8400.0,,OK,3.0,932400.0,21.0,OVER,49,,OVER
Q2,BASKOM STAINLESS UK 26 CM,35.0,25.0,29.0,37500.0,937500.0,LOW,31.0,1087500.0,66.0,LOW,35,,LOW
Q2,BILL HOLDER,51.0,223.0,535.0,120000.0,26760000.0,OVER,13.0,64200000.0,64.0,OVER,166,,OVER
Q2,BOTOL DIPPING BESAR,42.0,,342.0,12500.0,,OK,0.0,4275000.0,42.0,OVER,131,,OVER
Q2,BOTOL KECAP KECIL,156.0,300.0,375.0,10000.0,3000000.0,OVER,46.0,3750000.0,202.0,OVER,355,,OK
Q2,BOTOL SPRAY,213.0,651.0,1320.0,15900.0,10350900.0,OVER,10.0,20988000.0,223.0,OVER,433,,OVER
Q2,BURNER GS UK 9 NP,,,66.0,1838833.03,,OK,0.0,121362979.98,0.0,OVER,0,MAINTENANCE,OVER
Q2,CADDY BAG,68.0,91.0,266.0,50025.0,4552275.0,OVER,24.0,13306650.0,92.0,OVER,166,,OVER
Q2,CAPIT SNACK ( BESAR ),92.0,96.0,91.0,16000.0,1536000.0,OK,15.0,1456000.0,107.0,LOW,82,,OK
Q2,CASH BOX,7.0,12.0,42.0,649900.0,7798800.0,OVER,1.0,27295800.0,8.0,OVER,16,,OVER
Q2,CETING TRADISI ( BESAR ),150.0,143.0,256.0,48000.0,6864000.0,OK,49.0,12288000.0,199.0,OVER,240,,OK
Q2,CETING TRADISI ( KECIL ),29.0,,510.0,1167.0,,OK,23.0,595170.0,52.0,OVER,73,,OVER
Q2,COOL BOX 55LTR,6.0,17.0,29.0,790000.0,13430000.0,OVER,3.0,22910000.0,9.0,OVER,22,,OVER
Q2,DIGITAL CALIPER,13.0,48.0,90.0,399396.0,19171008.0,OVER,6.0,35945640.0,19.0,OVER,27,,OVER
Q2,DISPENSER,24.0,24.0,73.0,1053600.0,25286400.0,OK,5.0,76912800.0,29.0,OVER,55,,OVER
Q2,DISPENSER SABUN KRISBOW,49.0,192.0,295.0,170940.0,32820480.0,OVER,24.0,50427300.0,73.0,OVER,104,,OVER
Q2,DITEKTOR UANG PALSU,22.0,,105.0,65000.0,,OK,6.0,6825000.0,28.0,OVER,51,,OVER
Q2,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),25.0,18.0,48.0,565000.0,10170000.0,OK,1.0,27120000.0,26.0,OVER,102,,LOW
Q2,DUSTBIN STAINLESS BULAT,15.0,30.0,36.0,200000.0,6000000.0,OVER,5.0,7200000.0,20.0,OVER,27,,OVER
Q2,EMBER,13.0,3.0,107.0,249900.0,749700.0,OK,4.0,26739300.0,17.0,OVER,27,,OVER
Q2,EMBER 6 GL,14.0,45.0,77.0,80000.0,3600000.0,OVER,7.0,6160000.0,21.0,OVER,55,,OVER
Q2,EROS MELAMINE UK BESAR,30.0,25.0,78.0,11000.0,275000.0,OK,3.0,858000.0,33.0,OVER,52,,OVER
Q2,EROS STAINLESS UK 30 CC,30.0,,381.0,23000.0,,OK,7.0,8763000.0,37.0,OVER,81,,OVER
Q2,EROS STAINLESS UK 60 CC,19.0,,235.0,28000.0,,OK,4.0,6580000.0,23.0,OVER,67,,OVER
Q2,EROS STAINLESS UK 90 CC,25.0,,218.0,35000.0,,OK,7.0,7630000.0,32.0,OVER,72,,OVER
Q2,EROS STAINLESS UK BESAR,11.0,40.0,122.0,45000.0,1800000.0,OVER,3.0,5490000.0,14.0,OVER,26,,OVER
Q2,FILLING KABINET,7.0,23.0,35.0,1790000.0,41170000.0,OVER,2.0,62650000.0,9.0,OVER,36,,LOW
Q2,FOOD PAN KECIL,22.0,30.0,89.0,27500.0,825000.0,OVER,10.0,2447500.0,32.0,OVER,69,,OVER
Q2,GARPU ADUKAN MIE,96.0,23.0,43.0,70400.0,1619200.0,LOW,54.0,3027200.0,150.0,LOW,257,,LOW
Q2,GARPU MAKAN,24.0,25.0,868.0,27500.0,687500.0,OVER,0.0,23870000.0,24.0,OVER,23,,OVER
Q2,GAS BURNER ( LONG SHUN ),2.0,23.0,47.0,450000.0,10350000.0,OVER,2.0,21150000.0,4.0,OVER,0,MAINTENANCE,OVER
Q2,GAS KNOP DIA 8 MM W,,70.0,202.0,76226.0,5335820.0,OVER,0.0,15397652.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,GAS KNOP F/JP SERIES,,175.0,245.0,93600.0,16380000.0,OVER,0.0,22932000.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,GAS VALVE HIGH PREASURE (CONTROL SE),,,50.0,135000.0,,OK,0.0,6750000.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,GAS VALVE HP DOUBLE TURBO,,40.0,122.0,186000.0,7440000.0,OVER,0.0,22692000.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,GELAS KARYAWAN,1152.0,1340.0,2854.0,2449.5,3282330.0,OVER,141.0,6990873.0,1293.0,OVER,1200,,OVER
Q2,GELAS MINUMAN HANGAT,379.0,1200.0,1255.0,21667.0,26000400.0,OVER,62.0,27192085.0,441.0,OVER,816,,OVER
Q2,GELAS TEA,8612.0,12305.0,40620.0,7900.0,97209500.0,OVER,2036.0,320898000.0,10648.0,OVER,19611,,OVER
Q2,GELAS UKUR 130 ML,70.0,100.0,251.0,12700.0,1270000.0,OVER,10.0,3187700.0,80.0,OVER,125,,OVER
Q2,GOLOK,26.0,99.0,314.0,35000.0,3465000.0,OVER,8.0,10990000.0,34.0,OVER,90,,OVER
Q2,HAND DRAYER,9.0,9.0,29.0,1499000.0,13491000.0,OK,1.0,43471000.0,10.0,OVER,36,,LOW
Q2,HARD COVER HIMBAUAN,36.0,,159.0,25000.0,,OK,3.0,3975000.0,39.0,OVER,72,,OVER
Q2,HARD COVER MENU DIMSUM,293.0,650.0,872.0,15000.0,9750000.0,OVER,300.0,13080000.0,593.0,OVER,240,,OVER
Q2,JIGGER UK 20/30,24.0,40.0,103.0,46299.0,1851960.0,OVER,4.0,4768797.0,28.0,OVER,62,,OVER
Q2,JIGGER UK 20/40,24.0,40.0,111.0,49699.0,1987960.0,OVER,3.0,5516589.0,27.0,OVER,49,,OVER
Q2,JIGGER UK 30/40,26.0,60.0,96.0,52500.0,3150000.0,OVER,6.0,5040000.0,32.0,OVER,70,,OVER
Q2,KESET KOTAK KARET LUBANG,95.0,181.0,150.0,231920.0,41977520.0,OVER,40.0,34788000.0,135.0,OVER,161,,LOW
Q2,KLAKAT DIMSUM,7344.0,5633.0,2025.0,8000.0,45064000.0,LOW,2556.0,16200000.0,9900.0,LOW,15001,,LOW
Q2,KLAKAT PREMIUM,7038.0,25200.0,12945.0,15500.0,390600000.0,OVER,3458.0,200647500.0,10496.0,OVER,1860,,OVER
Q2,KNOP BOILER/WATER TAP HEAD,,108.0,161.0,85197.0,9201276.0,OVER,0.0,13716717.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,KNOP F/GAS COOK DIAL,,75.0,66.0,84622.0,6346650.0,OVER,0.0,5585052.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,KONTAINER PERFORATED,30.0,1020.0,70.0,105000.0,107100000.0,OVER,5.0,7350000.0,35.0,OVER,64,,OVER
Q2,KONTAINER SOLID,18.0,522.0,234.0,190000.0,99180000.0,OVER,3.0,44460000.0,21.0,OVER,40,,OVER
Q2,LADIES STICKER,19.0,30.0,211.0,22500.0,675000.0,OVER,5.0,4747500.0,24.0,OVER,47,,OVER
Q2,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,,58.0,118.0,838916.0,48657128.0,OVER,0.0,98992088.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,LOCKER SET,59.0,147.0,114.0,1411087.0,207429789.0,OVER,2.0,160863918.0,61.0,OVER,240,,LOW
Q2,LOGGER,263.0,145.0,339.0,225000.0,32625000.0,OK,25.0,76275000.0,288.0,OVER,400,,LOW
Q2,MAGNET D 22 W/TREADED BOLT (SP),,,36.0,97251.0,,OK,0.0,3501036.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,MESIN CUP SEALER,14.0,,79.0,775000.0,,OK,6.0,61225000.0,20.0,OVER,36,,OVER
Q2,MOB BUCKET (ALAT PEL SET),9.0,40.0,82.0,478688.0,19147520.0,OVER,2.0,39252416.0,11.0,OVER,46,,OVER
Q2,MUKENA,47.0,218.0,386.0,77266.0,16843988.0,OVER,13.0,29824676.0,60.0,OVER,138,,OVER
Q2,NAMPAN KARET BULAT,52.0,264.0,332.0,70000.0,18480000.0,OVER,13.0,23240000.0,65.0,OVER,97,,OVER
Q2,NAMPAN KARET KOTAK (DIMSUM),404.0,416.0,337.0,70000.0,29120000.0,OK,148.0,23590000.0,552.0,LOW,1021,,LOW
Q2,NAMPAN KAYU KOTAK,174.0,438.0,434.0,165000.0,72270000.0,OVER,115.0,71610000.0,289.0,OVER,244,,OVER
Q2,PALLET BIRU (DRY),73.0,113.0,49.0,743700.0,84038100.0,OK,40.0,36441300.0,113.0,LOW,150,,LOW
Q2,PALLET HIJAU (FROZEN),61.0,98.0,123.0,743700.0,72882600.0,OVER,7.0,91475100.0,68.0,OVER,100,,OVER
Q2,PANCI DANDANG DIMSUM UK 36,44.0,30.0,54.0,465000.0,13950000.0,OK,2.0,25110000.0,46.0,OVER,56,,LOW
Q2,PANCI ENDAPAN MINYAK UK 40,24.0,15.0,37.0,525000.0,7875000.0,OK,3.0,19425000.0,27.0,OVER,28,,OVER
Q2,PANCI KUKUS TAHU UK 36,5.0,,27.0,230000.0,,OK,2.0,6210000.0,7.0,OVER,9,,OVER
Q2,PANCI MIE,2432.0,4292.0,6595.0,79199.0,339922108.0,OVER,1152.0,522317405.0,3584.0,OVER,4171,,OVER
Q2,PANCI ORCHID UK 28,7.0,15.0,22.0,110000.0,1650000.0,OVER,0.0,2420000.0,7.0,OVER,18,,OVER
Q2,PANCI ORCHID UK 32 CM,26.0,20.0,98.0,150000.0,3000000.0,OK,9.0,14700000.0,35.0,OVER,51,,OVER
Q2,PANCI ORCHID UK 36,39.0,45.0,105.0,200000.0,9000000.0,OVER,4.0,21000000.0,43.0,OVER,90,,OVER
Q2,PAPAN AWAS LANTAI LICIN,12.0,20.0,68.0,42900.0,858000.0,OVER,2.0,2917200.0,14.0,OVER,32,,OVER
Q2,PAPAN TULIS,15.0,33.0,68.0,65000.0,2145000.0,OVER,2.0,4420000.0,17.0,OVER,33,,OVER
Q2,PEMATIK KOMPOR,178.0,248.0,171.0,17500.0,4340000.0,OK,35.0,2992500.0,213.0,LOW,165,MAINTENANCE,OK
Q2,PEMBATAS ANTRIAN,32.0,8.0,32.0,599900.0,4799200.0,OK,5.0,19196800.0,37.0,OK,76,,LOW
Q2,PEMUKUL DAGING,21.0,53.0,151.0,74300.0,3937900.0,OVER,6.0,11219300.0,27.0,OVER,62,,OVER
Q2,PIEZO IGNITER UK 18.MM,,165.0,323.0,109637.0,18090105.0,OVER,0.0,35412751.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,PILOT 250 MM (KOMPOR HIGH PREASURE),4.0,40.0,80.0,50000.0,2000000.0,OVER,0.0,4000000.0,4.0,OVER,0,MAINTENANCE,OVER
Q2,PILOT BURNER F/BUNSEN,,93.0,236.0,248555.0,23115615.0,OVER,0.0,58658980.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,PILOT SW 9000 (SP),,10.0,32.0,391619.0,3916190.0,OVER,0.0,12531808.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,PIRING HAWAI BLACK,3609.0,9024.0,28446.0,28800.0,259891200.0,OVER,801.0,819244800.0,4410.0,OVER,17068,,OVER
Q2,PISAU BUAH BESAR,114.0,192.0,195.0,60000.0,11520000.0,OVER,38.0,11700000.0,152.0,OVER,140,,OVER
Q2,PISAU BUAH KECIL,123.0,260.0,196.0,24000.0,6240000.0,OVER,43.0,4704000.0,166.0,OVER,224,,LOW
Q2,PISAU GILING DAGING,58.0,125.0,230.0,150000.0,18750000.0,OVER,27.0,34500000.0,85.0,OVER,184,,OVER
Q2,PRAXIS KEEPER UK 900ML,59.0,384.0,477.0,15000.0,5760000.0,OVER,7.0,7155000.0,66.0,OVER,119,,OVER
Q2,PUMP DISPENSER,18.0,83.0,151.0,46699.0,3876017.0,OVER,7.0,7051549.0,25.0,OVER,48,,OVER
Q2,RAK GALON OJOL,5.0,,23.0,85000.0,,OK,1.0,1955000.0,6.0,OVER,17,,OVER
Q2,RAK KONTAINER KECIL,14.0,,73.0,105000.0,,OK,3.0,7665000.0,17.0,OVER,35,,OVER
Q2,RAK MUKENA,12.0,85.0,63.0,311600.0,26486000.0,OVER,4.0,19630800.0,16.0,OVER,46,,OVER
Q2,RAK PENITIPAN BARANG CUSTOMER,9.0,48.0,105.0,160000.0,7680000.0,OVER,2.0,16800000.0,11.0,OVER,34,,OVER
Q2,RAK SEPATU KARYAWAN,13.0,,93.0,55000.0,,OK,7.0,5115000.0,20.0,OVER,36,,OVER
Q2,REGULATOR,17.0,80.0,102.0,95000.0,7600000.0,OVER,10.0,9690000.0,27.0,OVER,75,MAINTENANCE,OVER
Q2,SAFETY GAS COOK (GASVALVE GS3878)8325183,,10.0,151.0,1639727.0,16397270.0,OVER,0.0,247598777.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,SAFETY GAS VALVE WITH INLET BRACKET&SREW,,120.0,148.0,830963.0,99715560.0,OVER,0.0,122982524.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,SAJADAH,44.0,218.0,301.0,31400.0,6845200.0,OVER,21.0,9451400.0,65.0,OVER,84,,OVER
Q2,SARINGAN MIE,1523.0,930.0,1926.0,82799.0,77003070.0,OK,78.0,159470874.0,1601.0,OVER,2200,,LOW
Q2,SARINGAN MINYAK,92.0,133.0,195.0,60000.0,7980000.0,OVER,22.0,11700000.0,114.0,OVER,156,,OVER
Q2,SARINGAN TEH GACOAN,66.0,140.0,445.0,32899.0,4605860.0,OVER,16.0,14640055.0,82.0,OVER,130,,OVER
Q2,SARUNG,48.0,180.0,214.0,62000.0,11160000.0,OVER,18.0,13268000.0,66.0,OVER,84,,OVER
Q2,SCALE OFF (PEMBERSIH TANGKI BOILER),121.0,120.0,129.0,159200.0,19104000.0,OK,10.0,20536800.0,131.0,OK,180,,LOW
Q2,SEAL PACK 3.5 LTR/3500 ML,358.0,168.0,295.0,20000.0,3360000.0,LOW,37.0,5900000.0,395.0,LOW,430,,LOW
Q2,SEAL PACK DIMSUM,726.0,1296.0,1057.0,34000.0,44064000.0,OVER,323.0,35938000.0,1049.0,OVER,980,,OK
Q2,SEAL PACK POWDER,162.0,144.0,380.0,16500.0,2376000.0,OK,37.0,6270000.0,199.0,OVER,320,,OVER
Q2,SENDOK ES STAINLESS,95.0,108.0,358.0,2292.0,247536.0,OVER,8.0,820536.0,103.0,OVER,206,,OVER
Q2,SENDOK MAKAN STAINLESS,36.0,80.0,1548.0,27500.0,2200000.0,OVER,0.0,42570000.0,36.0,OVER,23,,OVER
Q2,SENDOK TAKAR 12 GRM,183.0,3070.0,3831.0,2197.8,6747246.000000001,OVER,66.0,8419771.8,249.0,OVER,266,,OVER
Q2,SENDOK TAKAR PLASTIK,103.0,310.0,492.0,35000.0,10850000.0,OVER,25.0,17220000.0,128.0,OVER,222,,OVER
Q2,SENDOK TAKAR STAINLESS,142.0,610.0,1100.0,49699.0,30316390.0,OVER,13.0,54668900.0,155.0,OVER,368,,OVER
Q2,SEROK BESAR KAWAT,100.0,173.0,125.0,40000.0,6920000.0,OVER,12.0,5000000.0,112.0,OVER,40,,OVER
Q2,SEROK ICE,65.0,185.0,576.0,55000.0,10175000.0,OVER,11.0,31680000.0,76.0,OVER,135,,OVER
Q2,SHAKER 750,122.0,500.0,678.0,108100.0,54050000.0,OVER,27.0,73291800.0,149.0,OVER,223,,OVER
Q2,SPATULA MIE IBLIS ( SODET COKLAT ),116.0,300.0,471.0,45099.0,13529700.0,OVER,37.0,21241629.0,153.0,OVER,328,,OVER
Q2,SPATULA STAINLESS,175.0,267.0,438.0,75000.0,20025000.0,OVER,13.0,32850000.0,188.0,OVER,501,,LOW
Q2,STEMPEL,49.0,150.0,371.0,68500.0,10275000.0,OVER,6.0,25413500.0,55.0,OVER,135,,OVER
Q2,STICK PENGGANTI LAMPU,11.0,32.0,66.0,48200.0,1542400.0,OVER,2.0,3181200.0,13.0,OVER,32,,OVER
Q2,STIK DRUM,156.0,200.0,208.0,11000.0,2200000.0,OVER,27.0,2288000.0,183.0,OVER,230,,LOW
Q2,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,142.0,1396.0,1279.0,42000.0,58632000.0,OVER,18.0,53718000.0,160.0,OVER,498,,OVER
Q2,SUTIL,76.0,135.0,104.0,45000.0,6075000.0,OVER,7.0,4680000.0,83.0,OVER,82,,OVER
Q2,TALENAN PLASTIK,27.0,89.0,116.0,70000.0,6230000.0,OVER,4.0,8120000.0,31.0,OVER,81,,OVER
Q2,TANGGA 3 METER,7.0,86.0,100.0,1430000.0,122980000.0,OVER,1.0,143000000.0,8.0,OVER,36,,OVER
Q2,TANGKI BOILER,,,14.0,2461875.0,,OK,0.0,34466250.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,TEKO BESAR ( BIANG TEH ),39.0,23.0,67.0,32500.0,747500.0,OK,6.0,2177500.0,45.0,OVER,73,,LOW
Q2,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),25.0,13.0,50.0,353813.0,4599569.0,OK,4.0,17690650.0,29.0,OVER,90,,LOW
Q2,TEMPAT SAMPAH ABU-ABU 20 LTR,69.0,88.0,71.0,106400.0,9363200.0,OVER,14.0,7554400.0,83.0,OK,239,,LOW
Q2,TEMPAT SAMPAH BESAR UK 80 LTR,13.0,45.0,68.0,165000.0,7425000.0,OVER,6.0,11220000.0,19.0,OVER,32,,OVER
Q2,TEMPAT SAMPAH KECIL UK 10 LTR,70.0,73.0,95.0,47500.0,3467500.0,OVER,18.0,4512500.0,88.0,OVER,172,,LOW
Q2,TEMPAT SENDOK,2.0,,21.0,22500.0,,OK,0.0,472500.0,2.0,OVER,19,,OVER
Q2,TEMPAT SENDOK FELICIA JUMBO,19.0,75.0,132.0,42462.0,3184650.0,OVER,4.0,5604984.0,23.0,OVER,77,,OVER
Q2,TEMPAT TIMER,48.0,43.0,16.0,30000.0,1290000.0,LOW,5.0,480000.0,53.0,LOW,45,,LOW
Q2,TERMOGUN,50.0,120.0,338.0,253080.0,30369600.0,OVER,33.0,85541040.0,83.0,OVER,106,,OVER
Q2,TERMOMETER,49.0,156.0,375.0,160000.0,24960000.0,OVER,29.0,60000000.0,78.0,OVER,151,,OVER
Q2,TERMOS AIR,23.0,24.0,76.0,340000.0,8160000.0,OVER,5.0,25840000.0,28.0,OVER,53,,OVER
Q2,THERMOCOUPLE,,138.0,251.0,178376.0,24615888.0,OVER,0.0,44772376.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",,10.0,10.0,183600.0,1836000.0,OVER,0.0,1836000.0,0.0,OVER,0,MAINTENANCE,OVER
Q2,TIMBANGAN 100 KG,17.0,49.0,46.0,1250000.0,61250000.0,OVER,4.0,57500000.0,21.0,OVER,35,,OVER
Q2,TIMBANGAN DIGITAL FORTUNO 30 KG,40.0,,373.0,700000.0,,OK,13.0,261100000.0,53.0,OVER,76,,OVER
Q2,TIMBANGAN DIGITAL KECIL,11.0,14.0,12.0,73400.0,1027600.0,OVER,7.0,880800.0,18.0,OK,27,,LOW
Q2,TIMER DIGITAL,1118.0,703.0,1138.0,16500.0,11599500.0,OK,488.0,18777000.0,1606.0,OK,1500,,LOW
Q2,TOOL BOX,10.0,40.0,52.0,808000.0,32320000.0,OVER,1.0,42016000.0,11.0,OVER,22,,OVER
Q2,TOPLES UK 18 LTR,497.0,408.0,401.0,48000.0,19584000.0,LOW,56.0,19248000.0,553.0,LOW,390,,OK
Q2,TOPLES UK 4 LTR,158.0,108.0,425.0,22000.0,2376000.0,OK,7.0,9350000.0,165.0,OVER,368,,OVER
Q2,TOPLES UK 9 LTR,324.0,366.0,269.0,30000.0,10980000.0,OK,27.0,8070000.0,351.0,LOW,250,,OK
Q2,TOWEL,1885.0,8040.0,35386.0,6500.0,52260000.0,OVER,244.0,230009000.0,2129.0,OVER,8649,,OVER
Q2,TROLLI CLEAR UP,26.0,130.0,90.0,1206293.0,156818090.0,OVER,13.0,108566370.0,39.0,OVER,150,,LOW
