Quarter,Nama Barang,AVG PICK UP,AVG PEMBELIAN,AVG SALDO AKHIR,HARGA PEMBELIAN TERAKHIR,TOTAL [PEMBELIAN],OVERSTOCK,BUFFER STOCK,TOTAL [SALDO AKHIR],ANGKA STANDART BARU,OVERSTOCK [ANGKA STANDART BARU],ANGKA STANDART LAMA,Kategori,OVERSTOCK [ANGKA STANDART LAMA]
Q4,ALAT PEL,41.0,49.0,105.0,41056.38562,2011762.8953800001,OVER,24.0,4310920.4901,65.0,OVER,102,,OK
Q4,ALAT PEMADAM KEBAKARAN ( APAR ),10.0,19.0,36.0,748103.2689,14213962.109100001,OVER,7.0,26931717.6804,17.0,OVER,19,,OVER
Q4,AMBRO FLATWARE BASKET,10.0,1.0,46.0,85000.0,85000.0,OK,8.0,3910000.0,18.0,OVER,32,,OVER
Q4,APAR POWDER 3KG,19.0,30.0,66.0,449199.6002,13475988.006,OVER,15.0,29647173.613199998,34.0,OVER,27,,OVER
Q4,APAR TIPE K 6KG,10.0,14.0,33.0,1550000.0,21700000.0,OVER,7.0,51150000.0,17.0,OVER,16,,OVER
Q4,ASBAK,266.0,342.0,384.0,12500.0,4275000.0,OVER,34.0,4800000.0,300.0,OVER,400,,LOW
Q4,BABY CHAIR,33.0,2.0,146.0,296867.54,593735.08,OK,15.0,43342660.839999996,48.0,OVER,52,,OVER
Q4,BAK THAWING BULAT 80 L,19.0,26.0,37.0,165000.0,4290000.0,OVER,4.0,6105000.0,23.0,OVER,46,,LOW
Q4,BALON WHISK,32.0,36.0,93.0,65000.0,2340000.0,OVER,14.0,6045000.0,46.0,OVER,48,,OVER
Q4,BASKOM KOTAK BESAR,172.0,130.0,452.0,38421.2,4994756.0,OK,138.0,17366382.4,310.0,OVER,360,,OK
Q4,BASKOM STAINLESS 12 CM,42.0,53.0,104.0,6350.65,336584.44999999995,OVER,28.0,660467.6,70.0,OVER,92,,OK
Q4,BASKOM STAINLESS 18 CM,95.0,77.0,282.0,20000.01,1540000.7699999998,OK,61.0,5640002.819999999,156.0,OVER,168,,OVER
Q4,BASKOM STAINLESS UK 14 CM,18.0,25.0,30.0,8400.0,210000.0,OVER,7.0,252000.0,25.0,OVER,49,,LOW
Q4,BASKOM STAINLESS UK 26 CM,15.0,18.0,25.0,37500.0,675000.0,OVER,8.0,937500.0,23.0,OVER,35,,LOW
Q4,BILL HOLDER,21.0,,422.0,120000.0,,OK,19.0,50640000.0,40.0,OVER,166,,OVER
Q4,BOTOL DIPPING BESAR,18.0,,207.0,12500.0,,OK,12.0,2587500.0,30.0,OVER,131,,OVER
Q4,BOTOL KECAP KECIL,244.0,235.0,678.0,10000.0,2350000.0,OK,94.0,6780000.0,338.0,OVER,355,,OVER
Q4,BOTOL SPRAY,262.0,,1091.0,15900.0,,OK,72.0,17346900.0,334.0,OVER,433,,OVER
Q4,BURNER GS UK 9 NP,14.0,30.0,63.0,2022677.0,60680310.0,OVER,11.0,127428651.0,25.0,OVER,0,MAINTENANCE,OVER
Q4,CADDY BAG,64.0,6.0,475.0,46316.35,277898.1,OK,44.0,22000266.25,108.0,OVER,166,,OVER
Q4,CAPIT SNACK ( BESAR ),72.0,47.0,131.0,16000.0,752000.0,OK,19.0,2096000.0,91.0,OVER,82,,OVER
Q4,CASH BOX,10.0,11.0,46.0,607360.75,6680968.25,OVER,7.0,27938594.5,17.0,OVER,16,,OVER
Q4,CETING TRADISI ( BESAR ),144.0,71.0,423.0,45028.55,3197027.0500000003,OK,87.0,19047076.650000002,231.0,OVER,240,,OVER
Q4,CETING TRADISI ( KECIL ),11.0,,397.0,1167.0,,OK,2.0,463299.0,13.0,OVER,73,,OVER
Q4,COOL BOX 55LTR,11.0,13.0,35.0,790000.0,10270000.0,OVER,6.0,27650000.0,17.0,OVER,22,,OVER
Q4,DIGITAL CALIPER,14.0,1.0,97.0,405136.17,405136.17,OK,9.0,39298208.49,23.0,OVER,27,,OVER
Q4,DISPENSER,18.0,14.0,39.0,193000.0,2702000.0,OK,13.0,7527000.0,31.0,OVER,55,,LOW
Q4,DISPENSER SABUN KRISBOW,45.0,4.0,442.0,162330.4365,649321.746,OK,27.0,71750052.933,72.0,OVER,104,,OVER
Q4,DITEKTOR UANG PALSU,29.0,33.0,78.0,75000.0,2475000.0,OVER,12.0,5850000.0,41.0,OVER,51,,OVER
Q4,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),25.0,54.0,60.0,565000.0,30510000.0,OVER,23.0,33900000.0,48.0,OVER,102,,LOW
Q4,DUSTBIN STAINLESS BULAT,12.0,1.0,121.0,226775.95,226775.95,OK,9.0,27439889.950000003,21.0,OVER,27,,OVER
Q4,EMBER,3.0,,111.0,249900.0,,OK,2.0,27738900.0,5.0,OVER,27,,OVER
Q4,EMBER 6 GL,18.0,16.0,44.0,80000.0,1280000.0,OK,8.0,3520000.0,26.0,OVER,55,,LOW
Q4,EROS MELAMINE UK BESAR,26.0,41.0,49.0,13241.76,542912.16,OVER,17.0,648846.24,43.0,OVER,52,,LOW
Q4,EROS STAINLESS UK 30 CC,45.0,4.0,221.0,29443.23,117772.92,OK,31.0,6506953.83,76.0,OVER,81,,OVER
Q4,EROS STAINLESS UK 60 CC,27.0,2.0,130.0,28128.7,56257.4,OK,16.0,3656731.0,43.0,OVER,67,,OVER
Q4,EROS STAINLESS UK 90 CC,29.0,2.0,111.0,34958.33,69916.66,OK,20.0,3880374.6300000004,49.0,OVER,72,,OVER
Q4,EROS STAINLESS UK BESAR,16.0,1.0,66.0,44998.92,44998.92,OK,7.0,2969928.7199999997,23.0,OVER,26,,OVER
Q4,FILLING KABINET,10.0,11.0,41.0,1603347.217,17636819.387,OVER,8.0,65737235.897,18.0,OVER,36,,OK
Q4,FOOD PAN KECIL,27.0,14.0,76.0,27489.04,384846.56,OK,17.0,2089167.04,44.0,OVER,69,,OK
Q4,GARPU ADUKAN MIE,168.0,1116.0,1542.0,61434.38,68560768.08,OVER,131.0,94731813.96,299.0,OVER,257,,OVER
Q4,GARPU MAKAN,16.0,,720.0,27500.0,,OK,8.0,19800000.0,24.0,OVER,23,,OVER
Q4,GAS BURNER ( LONG SHUN ),15.0,12.0,5.0,450000.0,5400000.0,LOW,11.0,2250000.0,26.0,LOW,0,MAINTENANCE,OK
Q4,GAS KNOP DIA 8 MM W,52.0,,222.0,86596.0,,OK,18.0,19224312.0,70.0,OVER,0,MAINTENANCE,OVER
Q4,GAS KNOP F/JP SERIES,67.0,,96.0,69299.0,,OK,22.0,6652704.0,89.0,OVER,0,MAINTENANCE,OVER
Q4,GAS VALVE HIGH PREASURE (CONTROL SE),12.0,13.0,30.0,135000.0,1755000.0,OVER,0.0,4050000.0,12.0,OVER,0,MAINTENANCE,OVER
Q4,GAS VALVE HP DOUBLE TURBO,17.0,,69.0,186000.0,,OK,14.0,12834000.0,31.0,OVER,0,MAINTENANCE,OVER
Q4,GELAS KARYAWAN,1021.0,2052.0,978.0,2461.0,5049972.0,OK,284.0,2406858.0,1305.0,LOW,1200,,LOW
Q4,GELAS MINUMAN HANGAT,475.0,555.0,1036.0,21667.0,12025185.0,OVER,244.0,22447012.0,719.0,OVER,816,,OK
Q4,GELAS TEA,12443.0,21494.0,14174.0,7900.0,169802600.0,OVER,1679.0,111974600.0,14122.0,OVER,19611,,LOW
Q4,GELAS UKUR 130 ML,77.0,120.0,176.0,55922.09778,6710651.7336,OVER,35.0,9842289.20928,112.0,OVER,125,,OVER
Q4,GOLOK,17.0,11.0,204.0,34999.68157,384996.49727,OK,7.0,7139935.04028,24.0,OVER,90,,OVER
Q4,HAND DRAYER,11.0,14.0,37.0,1499000.0,20986000.0,OVER,8.0,55463000.0,19.0,OVER,36,,OK
Q4,HARD COVER HIMBAUAN,50.0,100.0,180.0,25000.0,2500000.0,OVER,39.0,4500000.0,89.0,OVER,72,,OVER
Q4,HARD COVER MENU DIMSUM,85.0,140.0,171.0,15000.0,2100000.0,OVER,6.0,2565000.0,91.0,OVER,240,,LOW
Q4,JIGGER UK 20/30,27.0,47.0,68.0,40786.72,1916975.84,OVER,18.0,2773496.96,45.0,OVER,62,,OK
Q4,JIGGER UK 20/40,26.0,42.0,70.0,43760.84,1837955.2799999998,OVER,16.0,3063258.8,42.0,OVER,49,,OVER
Q4,JIGGER UK 30/40,30.0,30.0,70.0,46203.63,1386108.9,OK,16.0,3234254.0999999996,46.0,OVER,70,,OK
Q4,KESET KOTAK KARET LUBANG,9.0,,259.0,247920.0,,OK,1.0,64211280.0,10.0,OVER,161,,OVER
Q4,KLAKAT DIMSUM,,,,8000.0,,OK,0.0,0.0,0.0,OK,15001,,LOW
Q4,KLAKAT PREMIUM,4035.0,,14035.0,16000.0,,OK,1404.0,224560000.0,5439.0,OVER,1860,,OVER
Q4,KNOP BOILER/WATER TAP HEAD,28.0,,142.0,52542.0,,OK,6.0,7460964.0,34.0,OVER,0,MAINTENANCE,OVER
Q4,KNOP F/GAS COOK DIAL,25.0,31.0,18.0,71623.0,2220313.0,OK,23.0,1289214.0,48.0,LOW,0,MAINTENANCE,OK
Q4,KONTAINER PERFORATED,50.0,35.0,147.0,105006.76,3675236.5999999996,OK,40.0,15435993.719999999,90.0,OVER,64,,OVER
Q4,KONTAINER SOLID,30.0,947.0,100.0,190000.0,179930000.0,OVER,26.0,19000000.0,56.0,OVER,40,,OVER
Q4,LADIES STICKER,20.0,2.0,119.0,22500.0,45000.0,OK,14.0,2677500.0,34.0,OVER,47,,OVER
Q4,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,9.0,,157.0,778849.0,,OK,10.0,122279293.0,19.0,OVER,0,MAINTENANCE,OVER
Q4,LOCKER SET,79.0,76.0,141.0,1411088.0,107242688.0,OK,58.0,198963408.0,137.0,OVER,240,,LOW
Q4,LOGGER,169.0,170.0,340.0,215607.6,36653292.0,OVER,65.0,73306584.0,234.0,OVER,400,,LOW
Q4,MAGNET D 22 W/TREADED BOLT (SP),3.0,,20.0,48641.0,,OK,1.0,972820.0,4.0,OVER,0,MAINTENANCE,OVER
Q4,MESIN CUP SEALER,14.0,16.0,31.0,735500.0,11768000.0,OVER,8.0,22800500.0,22.0,OVER,36,,LOW
Q4,MOB BUCKET (ALAT PEL SET),11.0,1.0,60.0,494313.6958,494313.6958,OK,6.0,29658821.748,17.0,OVER,46,,OVER
Q4,MUKENA,40.0,3.0,246.0,77343.26,232029.77999999997,OK,17.0,19026441.959999997,57.0,OVER,138,,OVER
Q4,NAMPAN KARET BULAT,62.0,137.0,143.0,70000.0,9590000.0,OVER,39.0,10010000.0,101.0,OVER,97,,OVER
Q4,NAMPAN KARET KOTAK (DIMSUM),500.0,5448.0,3125.0,75000.0,408600000.0,OVER,298.0,234375000.0,798.0,OVER,1021,,OVER
Q4,NAMPAN KAYU KOTAK,178.0,220.0,663.0,165000.0,36300000.0,OVER,51.0,109395000.0,229.0,OVER,244,,OVER
Q4,PALLET BIRU (DRY),25.0,67.0,40.0,743700.0,49827900.0,OVER,19.0,29748000.0,44.0,OK,150,,LOW
Q4,PALLET HIJAU (FROZEN),94.0,102.0,77.0,743700.0,75857400.0,OK,83.0,57264900.0,177.0,LOW,100,,LOW
Q4,PANCI DANDANG DIMSUM UK 36,45.0,34.0,87.0,465000.0,15810000.0,OK,13.0,40455000.0,58.0,OVER,56,,OVER
Q4,PANCI ENDAPAN MINYAK UK 40,28.0,12.0,70.0,525000.0,6300000.0,OK,10.0,36750000.0,38.0,OVER,28,,OVER
Q4,PANCI KUKUS TAHU UK 36,4.0,,51.0,230000.0,,OK,1.0,11730000.0,5.0,OVER,9,,OVER
Q4,PANCI MIE,1617.0,,6298.0,79200.0,,OK,709.0,498801600.0,2326.0,OVER,4171,,OVER
Q4,PANCI ORCHID UK 28,7.0,10.0,21.0,110000.0,1100000.0,OVER,1.0,2310000.0,8.0,OVER,18,,OVER
Q4,PANCI ORCHID UK 32 CM,28.0,22.0,81.0,149999.9804,3299999.5688,OK,10.0,12149998.4124,38.0,OVER,51,,OVER
Q4,PANCI ORCHID UK 36,52.0,32.0,79.0,200000.0,6400000.0,OK,22.0,15800000.0,74.0,OVER,90,,LOW
Q4,PAPAN AWAS LANTAI LICIN,22.0,20.0,61.0,42897.69701,857953.9402000001,OK,17.0,2616759.5176100004,39.0,OVER,32,,OVER
Q4,PAPAN TULIS,21.0,18.0,68.0,65046.09,1170829.6199999999,OK,16.0,4423134.12,37.0,OVER,33,,OVER
Q4,PEMATIK KOMPOR,179.0,414.0,272.0,17500.0,7245000.0,OVER,89.0,4760000.0,268.0,OVER,165,MAINTENANCE,OVER
Q4,PEMBATAS ANTRIAN,36.0,58.0,77.0,599900.0,34794200.0,OVER,31.0,46192300.0,67.0,OVER,76,,OK
Q4,PEMUKUL DAGING,23.0,14.0,72.0,74300.0,1040200.0,OK,5.0,5349600.0,28.0,OVER,62,,OVER
Q4,PIEZO IGNITER UK 18.MM,32.0,,334.0,91012.0,,OK,17.0,30398008.0,49.0,OVER,0,MAINTENANCE,OVER
Q4,PILOT 250 MM (KOMPOR HIGH PREASURE),23.0,39.0,21.0,50000.0,1950000.0,OK,19.0,1050000.0,42.0,LOW,0,MAINTENANCE,OVER
Q4,PILOT BURNER F/BUNSEN,17.0,,240.0,224254.0,,OK,2.0,53820960.0,19.0,OVER,0,MAINTENANCE,OVER
Q4,PILOT SW 9000 (SP),6.0,,28.0,367317.0,,OK,2.0,10284876.0,8.0,OVER,0,MAINTENANCE,OVER
Q4,PIRING HAWAI BLACK,4309.0,360.0,24425.0,23214.26,8357133.6,OK,2660.0,567008300.5,6969.0,OVER,17068,,OVER
Q4,PISAU BUAH BESAR,101.0,85.0,202.0,59999.91,5099992.350000001,OK,25.0,12119981.82,126.0,OVER,140,,OVER
Q4,PISAU BUAH KECIL,103.0,98.0,210.0,26054.1,2553301.8,OK,32.0,5471361.0,135.0,OVER,224,,LOW
Q4,PISAU GILING DAGING,21.0,91.0,166.0,125000.0,11375000.0,OVER,23.0,20750000.0,44.0,OVER,184,,LOW
Q4,PRAXIS KEEPER UK 900ML,71.0,60.0,228.0,15000.0,900000.0,OK,35.0,3420000.0,106.0,OVER,119,,OVER
Q4,PUMP DISPENSER,10.0,1.0,103.0,45297.46,45297.46,OK,8.0,4665638.38,18.0,OVER,48,,OVER
Q4,RAK GALON OJOL,2.0,,10.0,85000.0,,OK,1.0,850000.0,3.0,OVER,17,,LOW
Q4,RAK KONTAINER KECIL,19.0,8.0,65.0,104999.99,839999.92,OK,15.0,6824999.350000001,34.0,OVER,35,,OVER
Q4,RAK MUKENA,11.0,1.0,49.0,311693.2986,311693.2986,OK,7.0,15272971.631399998,18.0,OVER,46,,OK
Q4,RAK PENITIPAN BARANG CUSTOMER,10.0,1.0,69.0,160000.0,160000.0,OK,8.0,11040000.0,18.0,OVER,34,,OVER
Q4,RAK SEPATU KARYAWAN,8.0,,37.0,55000.0,,OK,2.0,2035000.0,10.0,OVER,36,,OK
Q4,REGULATOR,19.0,25.0,16.0,95000.0,2375000.0,OK,8.0,1520000.0,27.0,LOW,75,MAINTENANCE,LOW
Q4,SAFETY GAS COOK (GASVALVE GS3878)8325183,5.0,2.0,122.0,2152155.0,4304310.0,OK,4.0,262562910.0,9.0,OVER,0,MAINTENANCE,OVER
Q4,SAFETY GAS VALVE WITH INLET BRACKET&SREW,21.0,,151.0,798308.0,,OK,10.0,120544508.0,31.0,OVER,0,MAINTENANCE,OVER
Q4,SAJADAH,36.0,3.0,273.0,31317.75,93953.25,OK,19.0,8549745.75,55.0,OVER,84,,OVER
Q4,SARINGAN MIE,1365.0,1789.0,1640.0,82800.0,148129200.0,OVER,301.0,135792000.0,1666.0,OK,2200,,LOW
Q4,SARINGAN MINYAK,91.0,86.0,150.0,60000.0,5160000.0,OK,18.0,9000000.0,109.0,OVER,156,,LOW
Q4,SARINGAN TEH GACOAN,65.0,104.0,159.0,28953.51,3011165.04,OVER,36.0,4603608.09,101.0,OVER,130,,OK
Q4,SARUNG,35.0,3.0,192.0,61317.36,183952.08000000002,OK,17.0,11772933.120000001,52.0,OVER,84,,OVER
Q4,SCALE OFF (PEMBERSIH TANGKI BOILER),137.0,132.0,116.0,159200.0,21014400.0,LOW,8.0,18467200.0,145.0,LOW,180,,LOW
Q4,SEAL PACK 3.5 LTR/3500 ML,355.0,214.0,699.0,39999.98961,8559997.77654,OK,186.0,27959992.737389997,541.0,OVER,430,,OVER
Q4,SEAL PACK DIMSUM,563.0,496.0,1128.0,34000.0,16864000.0,OK,355.0,38352000.0,918.0,OVER,980,,OK
Q4,SEAL PACK POWDER,95.0,84.0,160.0,16000.0,1344000.0,OK,39.0,2560000.0,134.0,OVER,320,,LOW
Q4,SENDOK ES STAINLESS,68.0,6.0,333.0,2292.14,13752.84,OK,45.0,763282.62,113.0,OVER,206,,OVER
Q4,SENDOK MAKAN STAINLESS,44.0,,1300.0,27500.0,,OK,28.0,35750000.0,72.0,OVER,23,,OVER
Q4,SENDOK TAKAR 12 GRM,99.0,,5260.0,2197.8,,OK,34.0,11560428.000000002,133.0,OVER,266,,OVER
Q4,SENDOK TAKAR PLASTIK,87.0,43.0,175.0,35041.6,1506788.8,OK,45.0,6132280.0,132.0,OVER,222,,LOW
Q4,SENDOK TAKAR STAINLESS,99.0,105.0,501.0,41831.19659,4392275.64195,OVER,29.0,20957429.49159,128.0,OVER,368,,OVER
Q4,SEROK BESAR KAWAT,91.0,111.0,135.0,40000.0,4440000.0,OVER,30.0,5400000.0,121.0,OVER,40,,OVER
Q4,SEROK ICE,60.0,6.0,271.0,73600.0,441600.0,OK,28.0,19945600.0,88.0,OVER,135,,OVER
Q4,SHAKER 750,98.0,161.0,236.0,95134.39137,15316637.010569999,OVER,43.0,22451716.36332,141.0,OVER,223,,OK
Q4,SPATULA MIE IBLIS ( SODET COKLAT ),119.0,168.0,172.0,45100.0,7576800.0,OVER,39.0,7757200.0,158.0,OVER,328,,LOW
Q4,SPATULA STAINLESS,122.0,229.0,124.0,74980.9,17170626.099999998,OVER,42.0,9297631.6,164.0,OK,501,,LOW
Q4,STEMPEL,43.0,21.0,216.0,68346.94,1435285.74,OK,11.0,14762939.040000001,54.0,OVER,135,,OVER
Q4,STICK PENGGANTI LAMPU,12.0,6.0,63.0,48826.86,292961.16000000003,OK,7.0,3076092.18,19.0,OVER,32,,OVER
Q4,STIK DRUM,148.0,201.0,191.0,11000.0,2211000.0,OVER,51.0,2101000.0,199.0,OK,230,,LOW
Q4,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,201.0,762.0,2032.0,41854.69,31893273.78,OVER,145.0,85048730.08,346.0,OVER,498,,OVER
Q4,SUTIL,68.0,82.0,104.0,151300.0,12406600.0,OVER,31.0,15735200.0,99.0,OVER,82,,OK
Q4,TALENAN PLASTIK,42.0,27.0,117.0,70001.59,1890042.93,OK,24.0,8190186.029999999,66.0,OVER,81,,OVER
Q4,TANGGA 3 METER,11.0,1.0,61.0,1427799.98,1427799.98,OK,7.0,87095798.78,18.0,OVER,36,,OVER
Q4,TANGKI BOILER,,,,2461875.0,,OK,0.0,0.0,0.0,OK,0,MAINTENANCE,OK
Q4,TEKO BESAR ( BIANG TEH ),42.0,24.0,94.0,32500.0,780000.0,OK,17.0,3055000.0,59.0,OVER,73,,OVER
Q4,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),36.0,3.0,286.0,356017.7448,1068053.2344,OK,26.0,101821075.0128,62.0,OVER,90,,OVER
Q4,TEMPAT SAMPAH ABU-ABU 20 LTR,70.0,56.0,165.0,106400.0,5958400.0,OK,20.0,17556000.0,90.0,OVER,239,,LOW
Q4,TEMPAT SAMPAH BESAR UK 80 LTR,2.0,1.0,1.0,167577.8223,167577.8223,LOW,0.0,167577.8223,2.0,LOW,32,,LOW
Q4,TEMPAT SAMPAH KECIL UK 10 LTR,82.0,68.0,200.0,47500.0,3230000.0,OK,47.0,9500000.0,129.0,OVER,172,,OK
Q4,TEMPAT SENDOK,2.0,,34.0,22500.0,,OK,0.0,765000.0,2.0,OVER,19,,OVER
Q4,TEMPAT SENDOK FELICIA JUMBO,29.0,4.0,395.0,36634.39264,146537.57056,OK,25.0,14470585.092799999,54.0,OVER,77,,OVER
Q4,TEMPAT TIMER,13.0,45.0,36.0,30000.0,1350000.0,OVER,3.0,1080000.0,16.0,OVER,45,,LOW
Q4,TERMOGUN,42.0,73.0,198.0,253000.0,18469000.0,OVER,9.0,50094000.0,51.0,OVER,106,,OVER
Q4,TERMOMETER,56.0,54.0,591.0,107273.75,5792782.5,OK,9.0,63398786.25,65.0,OVER,151,,OVER
Q4,TERMOS AIR,30.0,27.0,71.0,340000.0,9180000.0,OK,14.0,24140000.0,44.0,OVER,53,,OVER
Q4,THERMOCOUPLE,59.0,,196.0,154074.0,,OK,12.0,30198504.0,71.0,OVER,0,MAINTENANCE,OVER
Q4,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",40.0,89.0,156.0,149770.0,13329530.0,OVER,16.0,23364120.0,56.0,OVER,0,MAINTENANCE,OVER
Q4,TIMBANGAN 100 KG,17.0,20.0,39.0,1250000.0,25000000.0,OVER,9.0,48750000.0,26.0,OVER,35,,OK
Q4,TIMBANGAN DIGITAL FORTUNO 30 KG,42.0,3.0,174.0,701988.242,2105964.726,OK,25.0,122145954.108,67.0,OVER,76,,OVER
Q4,TIMBANGAN DIGITAL KECIL,24.0,30.0,45.0,68989.3,2069679.0,OVER,9.0,3104518.5,33.0,OVER,27,,OVER
Q4,TIMER DIGITAL,684.0,836.0,1571.0,16440.19,13743998.839999998,OVER,265.0,25827538.49,949.0,OVER,1500,,OK
Q4,TOOL BOX,12.0,6.0,33.0,808000.0,4848000.0,OK,9.0,26664000.0,21.0,OVER,22,,OVER
Q4,TOPLES UK 18 LTR,527.0,638.0,799.0,48000.0,30624000.0,OVER,265.0,38352000.0,792.0,OVER,390,,OVER
Q4,TOPLES UK 4 LTR,147.0,175.0,287.0,21999.99,3849998.2500000005,OVER,71.0,6313997.130000001,218.0,OVER,368,,LOW
Q4,TOPLES UK 9 LTR,350.0,468.0,490.0,30000.0,14040000.0,OVER,128.0,14700000.0,478.0,OVER,250,,OVER
Q4,TOWEL,2775.0,60.0,26748.0,6503.854259,390231.25554,OK,320.0,173965093.719732,3095.0,OVER,8649,,OVER
Q4,TROLLI CLEAR UP,38.0,3.0,152.0,1209860.706,3629582.118,OK,23.0,183898827.312,61.0,OVER,150,,OK
Q4,TROLLI LOADING,16.0,16.0,21.0,1549999.96,24799999.36,OK,9.0,32549999.16,25.0,OK,50,,LOW
Q4,WAJAN BESI UK 50',51.0,75.0,86.0,125000.0,9375000.0,OVER,23.0,10750000.0,74.0,OVER,161,,LOW
Q4,WAJAN BESI UK 70',33.0,45.0,97.0,300000.0,13500000.0,OVER,20.0,29100000.0,53.0,OVER,120,,LOW
